domain,Char_clean,Words_clean,Tokens
mbpinnat.fi,22,4,4
mckinen.com,202,39,41
mcr.one,215,39,40
mctgroup.fi,202,39,41
me.fi,23905,3370,5267
me2.com,52,9,9
mealy.me,2445,415,442
measurlabs.com,4758,717,800
meatbatgames.com,57,11,11
meatersuomi.fi,234,41,45
mechanicalmonkeyz.xyz,39,7,7
meclift.fi,705,105,113
mecmetal.fi,462,73,73
meconet.fi,171,32,54
mecsol.fi,2852,413,544
mectalent.fi,1968,317,332
medaffcon.com,234,34,35
medanets.com,2834,446,492
medcor.fi,46,8,8
medfinnity.com,3721,574,630
medhouse.com,1767,277,295
media88.fi,87,16,16
mediaattori.fi,32,6,6
mediafin.fi,29,6,6
medialtic.fi,29,6,6
mediaminds.fi,3567,546,600
mediapaja.fi,237,41,47
mediaplanet.com,35,6,6
mediapolku.fi,222,42,42
mediatuote.fi,67,12,14
medicalduels.com,555,90,93
medicaltraders.fi,47,8,10
medicci.fi,100,14,14
medicortex.fi,236,34,40
medifront.fi,438,64,79
medijoy.fi,32,6,6
medimatcher.fi,9785,1546,1951
medino.fi,128,20,20
medioptik.fi,1154,157,575
mediracer.com,1553,232,286
medisize.com,907,165,171
medistep.fi,29,6,6
meditechs.fi,202,39,41
mediversefi.com,3960,553,606
medixine.com,1458,218,247
medsterveys.fi,29,6,6
meetingpackage.com,812,130,144
meetiqm.com,2876,439,486
megacellulose.com,2410,385,409
megahub.fi,930,136,157
megano.fi,202,39,41
megasense.com,708,112,121
megin.fi,130,24,24
mehilaistarhat.com,71,13,13
meido.fi,1884,285,305
meimeiconsulting.fi,155,23,29
mej.fi,227,35,41
mekitec.com,243,37,40
mekong.restaurant,788,136,161
mekrapid.fi,782,128,142
melioratestlab.com,250,41,45
melkoset.fi,32,6,6
mellindesign.com,455,76,80
melonium.fi,181,29,31
meltlake.com,1182,185,190
melukyla.com,121,24,25
membrane.fi,2938,453,506
memorena.com,51,9,12
menacon.fi,2354,417,425
mendera.fi,538,129,133
meniac.tech,102,18,31
menot.app,1849,290,303
mentalhouse.fi,1323,217,236
mente-marine.com,916,169,174
mentle.fi,179,38,40
mentormate.fi,558,81,92
menzino.com,26,6,6
mercado.fi,66,9,13
mercador.fi,2459,352,403
mercandi.fi,202,39,41
mercans.com,9832,1549,1615
mercantile.fi,84,12,16
mercer.com,573,102,103
mercurites.com,171,27,28
merdec.fi,1532,220,231
mereija.fi,180,29,30
merelec.com,3180,497,533
meriasennus.fi,3715,563,780
merienkeli.fi,1494,258,298
merikallioandson.com,126,20,26
merirantala.fi,32,6,6
merivirta.com,47,10,10
merivuori.fi,876,127,146
merjankuva.fi,180,29,30
merjayeung.fi,1007,161,244
merkatus.io,8895,1410,1506
mermecgroup.com,32,6,6
meronet.com,20,3,4
meruhealth.com,2086,350,364
meruspower.com,57,10,10
meshly.fi,1186,196,210
messumasiina.fi,828,121,127
mestamaster.fi,3715,639,696
mestariprojekti.fi,71,13,13
mestariviljelijat.fi,152,26,28
metabite.com,1574,245,253
metacoregames.com,912,152,166
metaktik.com,137,21,21
metalsbb.com,1711,278,303
metamatic.net,3799,602,636
metamax3.fi,111,20,21
metaplay.io,4304,748,853
metec.fi,3008,438,494
metener.fi,381,59,70
meteriot.fi,2811,468,477
methics.fi,3354,528,580
methodputkisto.com,25,5,5
metic.fi,2561,377,400
metidaprint.com,54,9,13
metodix.fi,71,13,13
metrify.io,3299,515,575
metrohm.fi,425,61,64
metsaavain.fi,1266,192,195
metsaktk.com,202,39,41
metsanenyhtiot.fi,32,6,6
metsapalveluhiekkala.fi,209,18,87
metsaspring.com,1027,156,187
metsatissue.com,1030,149,189
metware.com,93,10,20
mezina.com,4029,648,690
mfb.fi,84,13,17
mform.blog,71,13,13
mga.fi,1133,191,217
mgna.fi,224,48,50
mgsinvestment.fi,676,104,112
mgwatt.com,139,24,26
mh-tuotesuunnittelu.fi,249,32,42
mhsat.fi,1844,262,289
micandmim.com,207,36,36
michi.fi,313,53,58
microkia.fi,47,7,7
midagon.com,1104,169,172
midasproductions.fi,603,118,125
midaxo.com,182,30,30
middle8.com,1664,271,284
mideye.com,1050,156,168
midportscandinavia.com,4821,791,829
mielikki-nordic.com,171,27,28
miesjalintu.fi,954,147,169
miettinen.wixsite.com,26,6,6
mifuko.com,45,9,9
miglogistics.fi,557,75,85
miikkakataja.com,993,156,180
miikkalommi.com,947,142,225
miiliconsulting.com,111,20,21
miitime.fi,32,6,6
mijohome.fi,48,10,10
mikaelkaplar.com,564,96,110
mikaelniemi.com,87,16,16
mikakotiranta.fi,225,40,44
mikalaaksonen.com,38,9,9
mikapakarinen.fi,2649,461,467
mikasso.fi,16,2,4
mikejsavage.co.uk,149891,27941,30137
mikkikunttu.com,26,6,6
mikkoblom.fi,22,4,4
mikkohassinen.com,87,16,16
mikkohintsa.fi,78,14,14
mikkolaakkonen.com,32,6,6
mikkotalotrakentaa.fi,26,6,6
mikkovai.com,202,37,40
miklagardarts.com,2117,316,346
mikronia.fi,1043,147,161
mikumiku.shop,2282,344,490
milamet.fi,55,10,12
milapentti.com,96,12,25
mildreds.ax,419,65,69
millainen.fi,1487,239,247
millanoora.com,128,26,33
millenniumprize.org,1688,250,270
millidyne.fi,1178,167,184
milliejean.net,32,6,6
milloin.energy,1570,239,282
milremrobotics.com,1602,237,261
mimir.fi,1686,315,327
mimixstudio.com,8792,1450,1963
minar.ai,2367,349,383
minatex.fi,1856,278,287
minbutik.fi,202,39,41
mincon.com,203,31,35
mindbend.tech,307,51,54
mindclip.com,1761,244,251
mindgame.fi,78,14,14
mindid.fi,71,13,13
mindmine.fi,63,9,11
mindsinbusiness.fi,85,16,16
mindyarn.net,285,44,51
mine.fi,1084,204,207
mineralsgroup.fi,3262,501,561
minicapital.fi,430,65,72
minifactory.fi,7551,1164,1310
minifiddlers.org,2918,441,522
minilabz.com,1163,155,160
minimapper.app,2251,350,389
minimore.fi,88,16,16
minimumagent.com,144,21,23
minimumbadass.com,321,56,57
minimumviablebrand.io,1932,323,340
miniopenair.fi,87,16,16
minivillalapland.fi,49,9,9
minkomatic.com,584,96,104
minnalearn.com,37,5,5
minnaparjo.com,5896,923,994
minnasmat.fi,71,13,13
minnatervamaki.com,112,18,31
minnetcompany.com,218,37,37
minnov.se,1992,306,327
minodel.fi,113,19,21
mintmore.fi,1921,297,303
mintsolutions.fi,1464,221,230
mioona.fi,1418,239,251
miradore.com,1521,241,273
mirasela.fi,227,37,40
miraz.fi,1365,220,231
mirka.com,1459,222,259
miro.ax,32,6,6
mirokeimioniemi.com,154,29,29
mirorsec.com,4163,632,641
mirtalk.com,15,3,4
misawellnessspa.com,71,13,13
misc.fi,898,152,161
misfits.services,32,6,6
misocoding.fi,2769,401,435
missi.one,449,75,75
misto.art,2453,411,478
mitale.fi,1421,228,249
mitroviitala.com,26,6,6
mittakodit.fi,579,83,150
mittalab.fi,32,6,6
miukupiste.fi,241,37,71
mivicle.com,139,19,21
mixicenter.com,1222,189,195
mixxtravel.fi,12317,2344,2670
mj-inspect.fi,71,13,13
mjjacapital.fi,94,13,25
mjk.fi,1097,207,212
mjlimo.fi,218,37,37
mjolk.fi,67,9,12
mjuk.fi,187,33,36
mjvs.fi,32,6,6
mkartapp.com,6080,1019,1081
mllmtr.com,244,40,41
mlp.fi,32,6,6
mm-capital.fi,63,14,15
mmehr.eu,4024,617,637
mmof.com,71,13,13
mnapro.fi,171,27,28
mnj.fi,1839,300,338
mnslegal.com,3168,534,567
mnsuunnittelu.com,202,39,41
mobal.io,9891,1575,1738
mobibank.fi,389,59,70
mobidiag.com,366,68,71
mobilespot.fi,1601,204,303
mobinance.com,5000,638,663
moblasted.com,52,9,12
moda.fi,26,6,6
modeo.fi,35,6,10
modernikanuuna.com,718,131,160
modestone.co,389,62,73
modirumplatforms.com,375,50,51
modulebeds.com,559,90,93
modulight.com,3804,541,686
modultech.fi,3788,610,663
modusa.fi,130,22,24
moietytranslations.com,71,13,13
moikkaplus.fi,769,130,135
moimoi-accessories.com,940,164,192
moinamaste.com,164,28,28
mojostreetfood.my.canva.site,52,11,11
mokingbird.xyz,31797,4906,5241
mokkapuu.com,1603,276,411
mokkihaku.fi,428,77,84
mokkitie.com,225,40,44
molnix.com,496,76,76
molok.com,2971,484,583
momante.com,2315,377,428
momentine.com,947,156,167
momentumhelsinki.fi,8763,1211,2267
moncyte.com,71,13,13
monday.fi,1949,348,377
mondayroad.fi,71,13,13
mondigroup.com,1512,231,238
mondopizza.fi,253,39,49
monitor.ax,26,6,6
monitzion.com,32,6,6
monkeyzz.com,42,8,9
montagne.fi,134,27,29
montel.energy,383,66,68
montel.fi,612,106,114
montinutra.com,1437,201,215
montisera.com,181,35,36
monvion.com,4784,874,930
monzuun.com,5472,807,860
moodboardcreative.com,4575,722,826
moodmedia.com,403,54,89
moonicproductions.com,2108,349,371
moonsault.fi,41,5,5
moonway.fi,252,46,51
moovkids.com,417,62,78
moraarmatur.com,66,10,18
mordic.com,2318,380,424
morebetter.company,164,28,28
moremobilerelations.com,429,71,77
morepro.fi,26,6,6
moretea.fi,87,16,16
morgam.fi,105,13,16
morganpalvelut.fi,37,7,7
morico.fi,1186,215,222
morkovalo.com,719,108,146
moros.fi,81,15,15
morphlink.net,1092,147,163
morrall.fi,251,41,42
morssubita.com,1725,283,344
motivade.com,100,14,14
motivire.fi,87,16,16
motorex.com,1952,318,357
motoseal.fi,965,154,158
mottmac.com,1809,270,271
mottowasabi.com,228,32,37
mountplan.fi,579,85,89
movalube.fi,32,6,6
movax.com,440,66,76
movecell.com,51,9,11
movella.fi,2921,462,496
movemakers.fi,1266,192,192
moventor.com,2787,404,452
moventum.fi,32,6,6
moventuras.com,1920,303,329
moveo.fi,121,20,27
movesole.com,1286,186,202
movial.com,20348,3187,3303
movya.fi,1222,198,208
mowhi.com,79,10,16
mp-yhtyma.fi,2311,354,447
mpagroup.fi,71,13,13
mpamp.com,105,16,16
mpcreatives.fi,87,16,16
mpt-solutions.fi,251,37,50
mrako.com,565,99,106
mrbeachvolley.fi,40,8,8
mrclimb.com,37,5,5
mrec.fi,53,9,9
mrecim.fi,53,9,9
mrf.fi,1115,170,180
mrgreens.fi,48,10,10
mrhkorjausrakentajat.fi,178,37,39
mrkk.fi,40,8,8
mrp.fi,202,39,41
mrssantasite.com,850,140,171
msauto.fi,919,141,147
msc.com,14,3,3
msestudio.fi,2732,420,525
mshfinland.fi,2493,393,416
mskcabins.fi,1802,285,310
mskgroup.fi,1802,285,310
mskplast.fi,1802,285,310
mspk.fi,111,20,21
mstreet.fi,32,6,6
msxi.com,1478,216,221
mth.fi,37,5,5
mtm-engineering.com,810,112,117
mtsolutions.fi,1266,192,193
mu6.fi,35,8,8
mufindinystavat.net,89,17,17
muinaismatkat.fi,49,9,9
muistek.com,36,6,6
mukama.com,72,15,15
mukana.fi,566,88,101
mukojamu.fi,71,13,13
multiagenttechnology.com,52,9,9
multimedia.fi,180,29,30
multimentor.fi,26,6,6
multipoly.fi,71,13,13
multitaction.com,4226,688,717
munchies.fi,802,123,134
mundial.fi,88,16,19
munkamu.com,68,12,12
munters.com,15002,2262,2668
muotkanruoktu.com,3281,557,638
muotosairaala.fi,8520,1134,2291
muotovintage.fi,73,14,15
muovia.com,12927,2033,2470
muovisola.fi,1110,172,191
murea.fi,180,29,30
murop.com,33,5,5
murtoraja.com,459,81,116
murudining.fi,32,6,6
musaa.fi,674,88,89
musabella.com,1026,149,207
musakonttori.fi,71,13,13
musicinfo.io,6704,1133,1209
musickickup.com,1440,213,219
musiikkikoulualisa.com,202,39,41
mustarinda.fi,2229,335,444
mustavalkea.fi,27,6,6
mustaviitta.fi,169,35,35
musthavemelon.com,186,33,33
mustikmotelmusic.com,1520,282,330
musuta.com,40,6,7
mutantkoala.com,1312,209,231
mutex.fi,241,44,55
mutko.fi,45,9,9
mutti-parma.com,1008,168,195
muud.fi,1124,203,210
muuks.fi,37,5,5
muutos.ai,58,11,11
muutos4.fi,288,38,55
muutosvalmennus.fi,234,41,45
muuttokundit.com,202,39,41
muves.io,1202,177,183
mvcvidera.com,2451,367,381
mvi.fi,320,60,84
mvrvuorela.com,71,13,13
mxxniem.com,579,99,101
mycashflow.fi,178,38,39
mychrome.fi,725,109,126
mycity.io,62,11,12
myclean.fi,37,5,5
mycloudkey.com,18,5,5
mycwt.com,79,13,14
myfckngfab.fi,29,5,5
myforever.fi,236,40,40
mygamez.com,645,104,117
myidtoken.com,889,159,168
mykolme.com,698,106,146
myllyhoitoyhdistys.fi,49,9,9
myluxe.fi,278,49,53
myoha.com,601,100,104
myolsson.com,2107,368,418
myontec.com,159,34,34
myplane.io,2093,309,316
mypowerfix.fi,39,7,9
myratek.fi,134,19,21
mysantagift.com,32,6,6
myspace.com,124,25,27
mystaze.com,29,6,6
mytrailfinland.com,1229,216,251
mytruesound.com,202,39,41
myy.fi,8451,1278,1667
myzikini.com,680,111,122
n.rich,6279,1061,1113
n4c.fi,32,6,6
naamacreative.com,71,13,13
naapurusto.com,202,39,41
naaranhuoltopalvelu.fi,71,14,14
naava.io,2858,436,567
naavu.ai,1702,286,313
nabikoreanbbq.fi,3717,591,778
nadmed.com,1969,302,350
nador.fi,1268,200,214
nafhelsinki.com,26,6,6
nafta.ee,3055,494,639
nahka-aitta.fi,129,24,24
nahkaagency.com,1003,159,197
nakama.fi,46,8,8
nakedlapland.com,49,9,9
nakedonline.net,952,131,267
nakedtaco.fi,698,119,143
nakuttaja.fi,124,22,26
nalamoves.com,43773,4030,23305
nalpalvelut.fi,32,6,6
naluliving.com,3170,534,567
namastekathmandu.fi,29,6,6
namedclothing.com,302,45,51
nameto.io,6807,1016,1060
namia.io,323,45,54
namida.fi,320,53,54
nanaprime.com,2076,336,347
nanobakers.com,232,34,40
nanol.eu,182,31,38
nanomax.fi,79,15,15
nanoxel.com,71,13,13
napaja.org,906,137,154
napko.fi,129,25,25
narema.fi,1576,243,274
narikka.com,32,6,6
narko.com,1078,161,166
narpesrenhallning.fi,32,6,6
narpesvatten.fi,113,17,17
nastamuumio.fi,32,6,6
nastyfoxfilms.com,87,16,16
nastyware.com,138,27,29
natco.fi,71,14,14
naturalbalans.fi,87,16,16
naturalindigo.fi,2646,400,422
naturalista.fi,2393,379,394
naturalli.fi,233,38,44
nature-eva.com,78,13,14
natureforce.eu,27,3,3
naturepoint.fi,371,56,81
naturo.fi,49,9,9
naughtyleague.com,2890,426,634
naughtywaffle.com,66,12,16
nauku.com,121,24,25
navakka.com,66,7,17
navalapp.com,4472,642,660
navamedic.com,379,52,61
naveex.com,46,8,8
naveocommerce.com,212,32,33
navice.fi,578,84,120
navicogroup.com,1402,211,217
navigaglobal.com,943,148,163
navigen.com,49,9,9
navisincontrol.com,12606,1930,2260
navitec.fi,918,129,149
nayadaya.fi,3161,480,511
nayak.aero,1555,264,294
nbcfinland.fi,973,168,184
nbforum.com,5257,833,880
nbgroup.fi,1087,165,195
nbreport.com,234,41,41
ncabgroup.com,1488,236,251
ncc.fi,24182,3074,7286
ncrypted.com,7822,1151,1211
ndr-industries.com,1548,218,224
ndtmific.fi,51,10,10
nea.fi,947,158,176
neabec.com,5218,833,884
neagen.com,7490,1200,1295
neatlyproduction.com,191,35,35
nedu.ai,7533,1195,1259
needmorebullets.com,564,75,124
neeif.fi,665,93,119
neeme.fi,106,14,18
negota.fi,705,96,148
negsourcing.com,211,32,33
nekonet.fi,657,112,121
nektion.com,202,39,41
nelinor.com,1100,181,192
neliotohtori.fi,202,39,41
nelooffice.fi,1311,208,218
nelsonbay.fi,74,11,24
nelsongarden.fi,11185,1503,2914
nemodesign.fi,202,39,41
nenasomsorg.fi,152,26,28
nens.fi,71,13,13
neofx.eu,1515,238,260
neogames.fi,118,22,24
neohelsinki.com,114,20,23
neolifecare.com,29,6,6
neondsp.com,663,110,122
neonto.com,484,87,90
neoshi.com,32,7,7
neotri.fi,42,7,7
neova-group.com,2198,338,348
neovolt.fi,2388,337,399
nepa.com,157,27,28
nepfinland.fi,56,10,10
nepsy-osaaja.fi,32,6,6
neptune.fi,979,157,165
nerdcloud.co,3970,605,653
nerdsbay.com,2259,370,404
nerdynet.com,71,13,13
nero.fi,6615,1038,1087
nervin.fi,90,11,20
nestfactory.com,225,31,35
nesti.fi,154,23,23
nestmusic.fi,28,6,8
netcare.fi,486,73,90
netfreak.net,630,99,107
nethos.fi,53,9,9
netice.fi,211,28,31
netigate.net,2088,324,338
netled.fi,784,130,146
netlight.com,3459,531,574
netnix.ee,114,18,20
netrotik.com,1779,255,268
nettiaseet.fi,140,24,24
nettilasku.fi,32,6,6
nettileasing.fi,56,8,8
nettilomake.fi,4149,650,736
nettiremppa.fi,530,90,93
nettisivu.org,92,16,19
neuhaus.fi,180,29,30
neuraljets.com,191,26,28
neuroeventlabs.com,1863,288,318
neurohyvinvointi.fi,202,39,41
neuromoninaiset.fi,87,16,16
neutron.fi,199,34,44
neuvo.ai,1759,259,268
neuwo.ai,1737,264,291
nevalainencapital.com,1587,221,246
neverendingstory.fi,26,6,6
nevilly.com,51,11,15
new-bridge.eu,45,7,9
newcablecorporation.com,6288,913,959
newdawn.fi,735,117,127
newelo.com,2647,392,414
newfactory.fi,797,118,139
newgamefactory.com,227,40,40
newicon.fi,246,34,37
newsnowfinland.fi,97,19,19
newstarsco.com,2139,326,384
nexec.fi,60,12,16
nexetic.fi,1441,213,224
nexitventures.com,2172,356,372
nexlead.io,58,11,11
nexpath.eu,1782,250,267
nextageadvisory.com,1218,183,202
nextagesoftware.com,308,44,50
nextbss.com,60,13,13
nextfour.com,306,40,43
nextier.fi,797,128,146
nextpeak.fi,87,16,16
nexture.fi,87,16,16
nextway.software,543,96,109
nextweb.fi,81,15,18
nexusangle.com,47,9,9
nexusfinland.com,2292,307,340
nexusmyst.com,1073,152,160
nezirisports.com,202,39,41
nfbt.net,71,13,13
nfleet.fi,915,151,154
nh-cap.com,647,107,120
nicebike.fi,29,6,6
nicehouselkv.fi,29,6,6
nidos.fi,249,48,53
niekkabicycles.com,86,16,16
niemelaengineering.com,22,4,4
nightangels.store,1396,249,281
nighthousegames.com,117,15,24
nightingalehealth.com,272,41,44
nihau.fi,71,13,13
niimaar.com,1090,175,195
niinimaaoy.fi,538,87,91
niiranenadvisory.com,864,143,159
nikafix.fi,94,14,27
nikaxu.com,1181,174,185
nikinewd.com,617,98,118
nikistrbian.com,3979,717,765
nikkofood.fi,181,35,36
niklasharju.com,6052,779,1477
niklassandstrom.com,35,5,7
nikoluoma.net,103,16,18
nimblecore.ai,3340,490,560
nimbusystems.com,55,9,12
ninakokkinen.com,71,13,13
ninalaiho.fi,71,13,13
ninasantaniemi.com,2979,505,524
nineskincare.com,2324,431,453
ninjaspinner.store,859,154,162
ninma.fi,1543,259,291
ninnuvisual.fi,171,27,28
niotact.com,591,93,98
nip.fi,809,142,147
nipponexpress.com,2388,359,375
nipponhifi.com,714,112,121
nirafon.com,1623,234,285
nit.fi,32,6,6
nita.fi,2007,314,335
nitramax.fi,22,4,4
nitrogames.com,1395,221,253
nivaret.fi,328,57,73
nixery.com,204,34,36
njcoy.fi,4211,685,743
njetworking.com,1580,303,321
njkpalvelut.fi,44,8,12
nlacoustics.com,782,131,153
nlfsoy.com,87,16,16
nlux.fi,83,12,13
nmhglobal.fi,343,48,50
nmtshipping.com,1308,213,226
nmwines.se,990,165,173
nng.fi,347,54,57
no-frames.com,583,95,96
no-office.co,112,18,18
noabembibre.com,76,13,16
noanstudio.com,1685,290,322
nobbier.com,179,28,33
nobodyengineering.com,1123,170,174
nocfo.io,19929,2694,5623
nocs.fi,234,34,40
node.solutions,78,11,11
nodeta.fi,55,10,12
noeton.fi,413,59,66
nofear.fi,71,13,13
nohau.fi,262,38,51
nohewa.fi,1943,297,321
noisehouse.fi,24,4,4
noitadigital.com,83,12,16
nokia.com,12,2,2
nokiakka.com,87,16,16
nokicreative.com,342,56,70
nokinappi.fi,55,10,12
nokivaloreno.com,202,39,41
nokkala.net,47,6,6
noku.fi,3656,523,582
nola-training.com,952,192,199
nollayks.com,284,36,39
nomacom.fi,49,9,9
nomadfoodandwine.com,1140,176,206
nomadinvest.fi,26,6,6
nome.fi,6880,1100,1214
nomecreative.com,87,16,16
nomenagency.com,380,55,65
nomennescio.fi,30,5,5
nomentia.com,114,16,19
nomiautopesu.com,188,29,33
nomographics.com,216,32,36
nomufashion.com,75,14,16
nonamesport.com,275,42,46
nondualify.com,8213,1460,1489
nonlinear-solutions-oy.com,1956,299,308
noodlemaster.online,62,13,13
nooon.life,3489,504,647
nopia.fi,485,75,85
noppastudios.com,831,148,149
norad.fi,26,6,6
norcolour.com,1491,243,259
nordalco.fi,3060,469,585
nordania.fi,180,27,28
nordanopartners.com,4976,761,1027
nordantia.com,454,80,81
nordat.ai,1147,192,205
nordblock.fi,628,98,100
nordblu.com,71,13,13
nordcad.fi,1518,236,250
nordcamp.fi,1558,247,283
nordcraftboats.com,3114,498,543
nordcryo.com,277,45,50
nordec.com,5206,783,894
nordecon.fi,2799,427,441
nordenlogic.com,7915,1328,1485
nordeval.eu,622,82,111
nordgrow.com,78,14,14
nordhaven.com,16006,2454,2795
nordhealth.com,850,128,136
nordhero.com,354,57,63
nordhub.io,1917,299,313
nordialaw.com,41,8,8
nordic-on.com,678,106,119
nordic.gold,21,6,6
nordicaccess.fi,82,13,13
nordicadventures.fi,680,122,124
nordicaerospace.com,11,2,2
nordicapproach.fi,202,39,41
nordicauto.fi,60,13,13
nordicbeautyimport.com,2540,421,445
nordicbioproducts.fi,608,79,89
nordicboathouse.fi,513,85,92
nordicbreakfast.com,1467,238,252
nordicbridgemusic.com,27,4,7
nordicbusinessethics.com,2973,462,486
nordiccaraway.fi,5445,859,946
nordicclean.tech,4206,558,607
nordiccodingfactory.fi,3403,467,485
nordiccreativeventures.com,222,37,38
nordicdiversitytrainers.com,1158,202,205
nordicdnacoaching.com,171,27,28
nordicenergyconsulting.com,800,120,126
nordicfilmpool.fi,156,26,28
nordicforwarder.fi,500,85,96
nordicfriend.net,1079,143,145
nordicgame.vc,27,4,7
nordicgenerationfuels.com,1864,297,329
nordichelios.com,506,77,83
nordichoice.fi,51,8,13
nordichomeslkv.com,71,13,13
nordichybrids.com,3173,534,569
nordicid.com,2112,355,371
nordicinertial.com,1341,201,218
nordicisotope.com,10082,1569,1732
nordicium.fi,107,19,19
nordickoivu.com,1573,268,298
nordiclights.com,13162,2014,2309
nordiclunea.com,181,35,36
nordicmezzanine.com,292,42,52
nordicmind.com,1119,156,193
nordicmons.com,43,7,7
nordicmorninggroup.com,1825,275,302
nordicol.com,1502,235,259
nordicpeakwellness.com,2844,435,469
nordicpharma.fi,1721,277,313
nordicplatforms.com,4826,767,790
nordicportservices.fi,3146,522,570
nordicpowerservice.com,4851,764,829
nordicradius.com,1650,231,242
nordicrebels.com,147,28,28
nordicretailgroup.com,607,94,98
nordicretailmgmt.com,1396,229,251
nordics.tech,1871,278,288
nordicsec.fi,7042,1027,1725
nordicsensing.com,1529,224,228
nordicstartupventures.com,202,39,41
nordicstride.eu,473,77,79
nordicsugar.com,285,49,56
nordicsurfaceinnovation.com,7269,1073,1267
nordictekno.com,1847,311,342
nordictimberlabs.com,1187,167,183
nordictravelexperience.com,1703,244,268
nordictravelsolutions.com,1566,215,239
nordictrip.com,5458,1002,1048
nordictrustee.com,1427,223,245
nordicus.com,242,41,43
nordicventurefamily.com,797,115,131
nordicviolet.com,552,100,108
nordicwestoffice.com,2614,395,478
nordicwristbands.com,137,19,25
nordicxrstartups.com,71,13,13
nordicya.com,51,9,13
nordiestour.com,3434,596,631
nordigon.fi,202,39,41
nordimport.fi,114,21,22
nordinary.fi,955,157,222
nordiqueluxury.com,391,63,70
nordish.fi,40,8,8
nordiskfilm.com,481,75,85
nordivo.com,69,11,11
nordkalk.com,1542,260,269
nordkapp.fi,1292,205,224
nordkat.com,252,23,51
nordlane.com,5934,896,982
nordlett.com,51,9,12
nordlift.fi,32,6,6
nordlund.com,1567,265,299
nordmvp.fi,75,14,16
nordnessolutions.com,1005,176,189
nordord.fi,88,13,13
nordparts.com,436,70,73
nordproductions.com,87,16,16
nordqvist.fi,1380,227,294
nordslav.fi,72,9,19
nordsonsgr_v.ax,719,104,139
nordtext.com,724,114,120
nordvest.com,1905,275,286
noretroncomponents.com,1818,320,335
norian.fi,32,6,6
norilla.fi,1555,268,325
norlox.com,995,141,146
normaco-tools.com,136,23,23
normax.fi,32,6,6
normogames.com,852,153,164
norna.com,48,10,10
norosh.com,4006,596,641
norr.fi,107,15,17
norraforce.com,319,40,42
norrgard.com,171,27,28
norrhydro.com,564,77,89
norrin.com,238,41,42
north-marketing.com,666,100,101
north-recovery.com,87,16,16
north.finance,164,28,28
northaccounting.fi,1778,297,301
northatlantic.fi,1793,279,285
northbase.fi,264,45,50
northbay.fi,1401,221,226
northbrae.fi,390,60,60
northcode.fi,6975,1090,1145
northeastflow.com,2670,448,454
northenginecrossfit.fi,1860,314,374
northernechoes.fi,71,13,13
northernflamemusic.com,217,35,46
northernfuturetravel.com,415,61,72
northerngifts.fi,388,61,64
northernlightsriders.fi,3605,611,733
northernlightsvillage.com,452,69,77
northernlightsx.com,71,13,13
northernpolar.com,37,5,5
northernsenses.com,1540,217,245
northernstar.fi,71,13,13
northernworks.fi,2127,333,384
northfieldgames.com,36,5,6
northlet.com,3368,569,601
northlinkpartners.com,65,13,14
northnest.fi,202,39,41
northpatrol.com,562,88,89
northsixtyone.com,198,31,32
northtech.fi,2349,343,360
northwaveyachting.com,1938,310,334
nortsav.fi,776,129,144
norvicon.fi,68,13,13
norwegianhydrogen.com,434,77,86
nostack.fi,2461,362,401
nosteisannointi.fi,685,107,113
nostoconsulting.fi,171,27,28
noswing.fi,3194,482,507
notabadidea.fi,4975,706,755
notsomellow.com,712,118,132
notyouraverageswan.com,2030,331,340
nouryon.com,134,19,19
nouxdigital.com,2340,389,400
novacorp.fi,202,39,41
novacura.com,6900,1017,1101
novakone.com,51,9,12
novarbo.fi,10155,1405,2488
novasolutionseu.com,2084,346,352
novatron.fi,964,148,165
novel.fi,644,98,98
novel.systems,33,5,6
novelis.com,1809,265,270
noveltechsolutions.com,636,105,108
november.fi,8721,1378,1458
novera.cash,97,15,15
novialnomad.com,29,6,6
novitaknits.com,42,7,7
novoplastik.com,1058,169,180
novuscars.com,454,80,81
nowhereproduction.com,1217,194,230
npco.fi,3144,524,533
npharvest.fi,182,30,40
npt.fi,1050,198,202
nptservices.com,4671,712,794
nrf-ventilation-system.com,610,93,100
nrgoy.com,35,5,5
nrocsecurity.com,2265,344,363
nrttietoliikenne.fi,71,13,13
nrventures.fi,247,35,39
ntsol.io,29,3,3
nuanic.com,667,107,112
nudistdrink.com,576,103,119
nukka.net,745,128,129
nulldi.vision,1173,184,187
numinoscoaching.com,3066,470,500
nunucodesign.com,75,14,16
nuohouspalvelunokiset.com,71,13,13
nupelda.fi,250,39,49
nurkki.fi,35,5,5
nurmidao-orientalfood.com,589,106,123
nurminen.dev,2222,358,434
nusasentara.com,1109,180,187
nutrisuin.com,640,104,124
nutriworks.fi,11054,1333,3388
nuventur.fi,152,26,28
nuvu.fi,37,8,9
nuwel.com,71,13,13
nuxinventum.com,172,23,26
nvelop.ai,419,62,66
nvvs.fi,805,136,168
nwb.fi,55,10,11
nwe.fi,1929,309,327
nwtech.fi,361,50,62
nxtfwd.com,254,40,42
nxtstride.com,4855,577,603
nybbundles.com,790,131,161
nycars.fi,463,85,105
nyholmsolutions.fi,6820,1083,1150
nynas.com,1852,280,331
nyytli.com,127,22,22
nzfitness.eu,87,16,16
o-o-o.fi,3496,492,548
oac.fi,26,6,6
obl.fi,87,16,16
obrew.fi,202,39,41
observis.fi,4375,656,757
