domain,Char_clean,Words_clean,Tokens
freshman.fi,470,85,88
freshmart.fi,42,8,9
frf.fi,28,5,5
frg-oy.com,753,107,113
fri-tec.fi,87,16,16
fribbe.fi,37,5,5
frictape.com,5226,803,925
frid.fi,170,25,47
fried.fi,413,69,72
friotherm.com,1906,280,307
frlogistics.fi,318,49,53
froansecurity.fi,155,25,27
from1to1000.com,378,47,53
fromni.com,1850,292,302
fronimo.com,293,52,56
front.ai,963,144,158
frontalvision.fi,87,16,16
frontti.fi,93,19,19
frosmo.com,3578,533,592
frostbite.fi,32,6,6
frostdry.com,1583,222,231
frozenbyte.com,661,107,117
frozenlakehusky.com,38,9,9
frozenring.fi,3293,591,641
frozentrigger.com,75,11,11
fruktcoffeeroasters.com,1598,299,311
fruttuoso.fi,202,39,41
fsfinland.fi,3165,449,471
fsn.fi,180,29,30
fspcorp.com,1386,212,212
ftr.fi,168,27,29
fu-gen.com,3377,488,525
fudgelove.fi,713,124,139
fuelme.fi,1546,270,294
fuelpro.fi,43,7,7
fun.gi,202,39,41
funacademy.com,3445,555,603
function61.com,626,110,114
functo.com,183,31,31
fundox.fi,3191,499,800
funfar.fi,81,15,15
funkel.fi,33,4,5
funkon.fi,76,11,21
funktiomat.com,59,8,11
funkton.com,1427,218,222
funnel4you.com,48,9,9
funnyfactory.fi,656,106,106
funwithsanta.co.uk,1277,222,266
funzi.fi,175,31,31
furbsh.com,1534,257,274
furmus.fi,171,33,53
furos.tech,1789,264,280
furtiv.com,748,101,108
furuno.fi,7703,1140,1293
fusionid.io,360,51,51
fusionlayer.com,1239,187,202
futuarts.com,9277,1322,1519
futucraft.com,1703,284,313
futuhive.fi,2339,354,371
future-devs.com,51,10,10
futurecad.fi,876,150,153
futurecode.fi,4174,737,770
futuremark.com,2070,327,368
futureoutlook.fi,78,14,14
futureplaygames.com,691,120,128
futuresplatform.com,7233,1104,1162
futurist.fi,461,78,89
futuristaedu.com,5879,879,931
futuroam.com,32,6,6
fuxia.ai,711,116,137
fuzu.com,3667,559,583
fyge.fi,655,102,109
fygy.ai,1250,217,233
fysial.fi,32,6,6
fysiofemi.fi,32,6,7
fysioleena.fi,71,13,13
fysiolineproduction.fi,700,117,123
fysioterapiasaimaanharju.net,35,5,5
g-group.fi,202,39,41
gac.com,174,25,27
gaggui.com,213,38,54
gainio.fi,441,85,87
gajo.fi,1098,207,212
galddoaivi.com,71,13,13
galdu.fi,3778,633,675
galduwater.com,991,165,187
galeashipping.com,503,69,76
galeracluster.com,2272,338,363
galerieforsblom.com,2189,352,458
galerietoolbox.com,5280,878,987
gallacas.games,87,16,16
galleriam.fi,46,8,8
gameloomstudio.com,3761,724,763
gameoneurope.com,1031,170,194
gameproofer.com,1975,323,402
gamerefinery.com,1645,246,270
gamesfactorytalents.com,52,14,15
gamingvisuals.com,37,5,5
gammadatafinland.fi,494,70,75
gammelgard.com,93,19,19
gantti.fi,2343,349,377
gaoshioy.fi,71,13,13
gard.no,748,126,130
gardiagrillz.com,234,45,47
gardsyrenbacken.com,71,13,13
garlandholdings.com,26,6,6
gasera.fi,1113,171,195
gasmet.com,256,37,39
gasre.com,459,62,67
gaston.fi,26,6,6
gastrohub.fi,1701,284,301
gasum.com,381,67,74
gbtimes.com,638,107,112
gbuilder.com,132,18,21
gbv.fi,170,25,47
gdc.fi,904,152,177
ge.com,454,77,82
geargarage.eu,180,29,30
gedigo.fi,461,85,96
geeklab.app,1050,165,171
gegridsolutions.com,2459,343,357
geims.io,78,14,14
gekko.fi,1054,198,202
gekkovet.com,1069,155,160
gemic.com,1928,288,309
geminor.no,800,127,130
gemmoraman.com,800,119,140
genano.com,69,11,11
genanosolutions.com,3150,457,498
gencyst.com,2050,305,342
generatemore.ai,1846,317,338
genero.fi,493,78,79
genesta.fi,369,59,67
genobiomics.com,2084,275,310
genomi.fi,12,2,2
geoblast.fi,458,66,75
geoconsulting.fi,1776,251,296
geoidt.com,2124,324,383
geoindeksi.fi,219,38,38
geologicai.com,2342,363,397
geomatikk.fi,32,6,6
geopyora.com,972,146,169
geosprint.io,434,63,72
gerdakoort.com,5834,913,991
gespartners.fi,1712,244,269
get-e.com,1287,210,214
getbutton.io,26675,4508,4598
getcatchbox.com,1581,253,269
getdown.fi,713,104,108
getkoti.com,50,9,12
getmusiclock.com,1256,222,235
getrealprice.com,407,64,73
getreceipthero.com,3900,564,590
gets.fi,1098,207,211
getspotrank.com,689,119,123
geyserbatteries.com,312,43,50
gfarming.com,566,91,93
gfsolutions.fi,64,9,9
ggmu.shop,48,9,11
ggroy.net,968,147,150
ghani.fi,93,17,17
ghc.lol,75,11,20
ghj.fi,1097,207,212
ghnpharma.com,1819,290,317
ghostcompany.fi,3970,624,640
ghostinvestor.fi,32,6,6
ghrt.fi,218,37,37
giddyflame.com,53,9,13
gideagency.com,3194,566,591
giftedgroup.fi,32,6,6
gigabrain.io,51,9,13
gigantti.fi,28,5,5
gigapay.co,4530,743,807
gigasuperhyper.com,253,46,46
gigly.fi,3042,520,529
gillie.ai,146,23,24
gimaraworld.com,669,95,100
gingervine.com,405,68,74
ginnypix.com,2205,363,372
ginolis.com,6912,939,1061
giosg.com,2934,468,524
girodespoo.fi,1101,183,224
githits.com,168,32,36
github.com,516,80,106
gitps.com,1266,192,195
gitte.fi,372,65,65
givaudan.com,1385,220,232
gixonapp.com,832,157,162
gladgamestudio.com,181,35,36
glamandgloss.fi,29,6,6
glass-imaging.com,308,41,48
glassai.net,1267,212,212
glassresort.fi,2137,353,386
glaston.net,359,56,63
gle.fi,37,5,5
glimmeringdeepdesign.com,373,60,72
globalblue.com,2644,441,451
globalcolors.fi,2140,331,418
globaldrinksfinland.com,27,5,6
globale.fi,234,41,45
globalnordics.com,2106,304,318
globaltech.fi,1922,289,321
globeartpoint.fi,1838,276,306
glocell.fi,2328,360,415
gloesde.com,467,61,62
gloonity.com,6984,1115,1160
gloveit.fi,3084,475,667
gloweng.com,904,152,177
glowway.com,723,111,118
glykos.fi,10906,1599,1907
gmcfinland.com,2126,351,361
gmmfinland.com,578,87,91
gnds.io,3087,458,486
gnomecraft.com,112,16,19
go-on.fi,15959,2224,4054
go2fi.fi,287,45,66
go3r.com,3164,535,566
goaliepro.com,497,85,88
gobros.fi,202,39,41
godbyshipping.fi,1584,269,307
gofeapp.com,66,12,13
gogift.com,14976,2597,2692
gohar.fi,26,6,6
goldeneye.fi,904,152,177
goldlingglobal.com,940,115,120
golfengravings.fi,47,8,12
goljat.fi,59,8,12
golla.com,37,7,7
gometal.com,30,6,6
gomunchi.com,13265,2389,2541
goodahead.com,883,146,166
goodbaycapital.com,165,22,24
goodfood.ax,71,13,13
goodhum.com,501,74,80
goodin.fi,1827,268,276
goodiochocolate.com,225,38,40
goodlife.technology,4070,634,658
goodset.fi,180,29,30
goodsign.com,14118,2231,2345
goodsport.fi,353,55,71
goodventures.fi,1756,262,276
goodvibes.fi,26,6,6
goodwayapp.fi,99,15,15
gopal.fi,555,87,107
goranus.com,1766,284,293
gorilla.fi,451,75,97
gorillacapital.fi,2200,347,365
gorillaventures.fi,2200,347,365
gosei.fi,2031,315,323
gosporty.fi,492,84,84
gostalabs.com,4335,684,720
gostudio.fi,4202,667,753
goswift.eu,171,27,28
gothony.com,136,25,27
gova.fi,37,8,9
govac.net,614,89,100
gps-repeating.com,3433,558,650
gpsgroup.eu.com,1266,192,192
graaflix.fi,202,39,41
graalion.fi,71,13,13
graend.com,1200,192,201
grafical.fi,1380,211,212
grafiro.fi,71,13,13
grandex.fi,71,13,13
granitedevices.com,171,27,28
granqvistbev.fi,402,72,76
graphicconcrete.fi,1288,212,221
graphicpkg.com,1710,269,270
graphogame.com,32,6,6
grassmark.fi,853,137,177
gravito.net,3359,485,513
greenautomation.com,1380,211,212
greenback.fi,71,13,13
greenbaymarine.com,464,78,84
greencaptours.com,820,143,149
greencarewear.com,763,109,210
greencode.vc,1385,198,203
greencompanyeffect.com,1530,227,250
greenconstruction.fi,32,6,6
greendragonmarine.com,224,33,34
greenergrass.company,2416,387,419
greenfactory.ai,2637,425,443
greenfortune.com,29,4,7
greenlitproductions.net,26,6,6
greenlux.com,32,6,6
greenmind.fi,22,4,4
greenmotion.fi,454,80,81
greenroom.fi,87,16,16
greevola.fi,4803,786,892
greif.se,1099,207,212
gren.com,175,30,36
greno.fi,43,7,7
gretasalonen.com,71,13,13
grewai.com,111,18,21
greylandgames.com,1360,209,210
greyswan.fi,352,49,54
gridenergystorages.com,29,6,6
gridlie.com,3827,617,636
gridmetric.com,746,102,107
gridually.com,1793,249,331
griegconnect.com,354,55,60
grillifilms.fi,5725,913,1037
grm-services.fi,2564,415,442
groke-tech.com,1491,246,261
grolea.com,2200,372,398
groovage.com,56,10,10
groovymoose.com,251,47,53
groovyventures.com,159,22,23
grotell.fi,1580,227,247
groundhawk.io,2710,433,455
groundpower.fi,201,28,45
groundworksai.com,122,19,20
groupbrand360.com,71,13,13
groupm.fi,104,20,23
growberries.com,2757,465,496
growpetence.com,2930,479,545
growthdiscovery.io,22,4,4
growthfusionadvisors.com,1153,180,184
growthhacking.fi,6947,1108,1155
growthresilience.com,3618,559,575
grumblo.com,1899,327,378
grundium.com,13158,1897,2011
grundo.fi,87,16,16
grw.fi,36,8,9
gsb.fi,142,21,24
gsbalance.com,2974,475,485
gsgroupfinland.fi,1142,159,170
gt3cup.fi,1090,178,228
gtc.ee,227,37,40
gtm.guide,1536,257,275
gtt.net,5848,832,876
guagua.fi,1428,218,232
gudrid.fi,66,12,14
guidevision.fi,1989,266,271
gulled.se,966,153,165
gullkrona.fi,29,6,6
gurkha.fi,37,5,5
gurufield.com,483,71,71
gustensun.com,635,105,111
gwe.world,1723,242,285
gylden.fi,435,61,61
gymba.fi,1979,314,338
gymnationwear.com,59,10,11
gymroller.com,319,43,49
gymstick.com,1821,296,311
h-ink.com,577,88,95
h-l.fi,2217,281,574
h23.fi,2238,321,326
h2o4u.fi,773,113,125
h9.fi,180,29,30
haaga-helia.fi,13568,1882,3300
haamu.io,15894,2594,2823
haas2power.com,1009,150,167
haaveinc.com,1267,188,233
haavepaja.com,1539,257,269
habbens.fi,3106,518,526
habira.fi,71,14,14
habita.com,4266,725,767
hablando.fi,40,5,5
hackjunction.com,2210,333,364
haction.fi,85,16,16
haddadin.fi,635,104,128
hafele.fi,1412,219,236
haggblompartners.com,947,146,148
hagris.com,5982,937,1057
haidion.com,2008,250,259
haiilo.com,3234,497,519
hairbyessi.com,26,6,6
hairbyjatta.com,71,13,13
hairbyjulia.ax,26,6,6
hairdepot.fi,32,6,6
haitco.com,5892,908,926
haivekuva.fi,214,37,48
hakamaanlammastila.fi,180,29,30
hakaniemenkiropraktiikka.fi,58,8,18
hake.golf,1621,273,284
hakilorakennus.fi,50,10,10
hakukonekeisari.fi,48,8,14
hakunamatata-sup.fi,831,148,149
haldia.fi,49,9,9
halffull.fi,26,6,6
halide.energy,1081,160,165
halipuu.com,2327,425,493
hallaxhalla.com,1758,320,339
hallstroms.com,46,8,8
halofromnorth.com,27,4,7
halpis.fi,247,44,44
halsing.fi,11405,1889,2026
halti.com,2214,387,433
haltian.com,3147,478,496
hamarainnovations.com,75,12,13
hameenmonitoimitilit.fi,32,6,6
hamina-apartments.fi,1171,183,196
hamina.com,1483,218,233
haminalng.fi,1176,182,208
haminanpuupojat.fi,32,6,6
hammaspoli.fi,32,6,6
hammastuomi.fi,1266,172,273
hammeli.fi,40,5,5
hammerglass.fi,8079,1287,1465
hammerman.fi,71,13,13
hammigroup.com,52,8,9
hammtek.com,2304,377,429
hamre.fi,32,6,6
hamren.fi,679,122,125
hamrencosmetics.com,66,12,14
hanavesi.info,202,39,41
handleproductions.com,1577,272,355
handshake.fi,148,22,28
hanfinland.com,262,34,40
hankensse.fi,4252,664,704
hankistickers.com,279,34,70
hanko.blue,85,16,16
hanlin.com.cn,339,49,53
hannalantto.fi,51,9,10
hannamarishakya.com,3734,681,745
hannashorsehuman.com,52,9,9
hanneshonkanen.com,26,6,6
hannuhuhtamo.com,570,100,104
hansard.fi,931,144,147
hansaworld.com,1521,234,250
hansenbeck.com,6555,1095,1164
hanskismaskinservice.com,202,39,41
hapag-lloyd.com,428,76,77
haplab.fi,248,38,44
happ9.com,308,47,47
happening.fi,97,12,12
happeo.com,3757,594,637
happipartners.fi,2668,424,453
happy-or-not.com,2588,401,425
happybob.app,1155,189,195
happycoding.fi,2262,360,410
happyendings.fi,202,39,41
happyfox.fi,32,6,6
happyhackers.fi,202,39,41
happyhaukku.com,1842,310,358
happyinfinland.com,233,43,57
happynordicliving.com,3110,425,478
happyplantprotein.com,4784,791,873
happysafaris.fi,32,6,6
happysignals.com,10569,1720,1819
happysolar.fi,391,63,70
hardcoder.fi,3968,641,677
hardvoltage.fi,152,23,36
hardworks.fi,273,49,52
harkonsalovesa.fi,42,7,8
harpistcomposer.com,2196,371,408
harptechnologies.com,184,30,32
harriasunta.com,505,85,87
harrihamalainen.com,2569,414,452
harryharjula.fi,71,13,13
hartikaari.fi,222,42,42
harting.com,480,65,73
hartos.fi,183,39,41
harvaluodonrappaus.fi,32,6,6
hasanpartners.fi,137,20,21
hash-tags.eu,4590,724,775
hashlist.com,1506,208,227
hasicon.com,622,105,107
hataraproductions.com,202,39,41
hatka.fi,32,6,6
hatsapuribakery.fi,202,39,41
hattelandtechnology.com,4913,721,792
haukkagroup.com,202,39,41
hauntedzoo.net,437,73,107
hausia.fi,171,27,28
hautalampi.com,24,5,5
hautaustoimistoborg.fi,71,14,14
havamax.com,88,13,14
havblik.fi,153,20,20
havina.io,26,6,6
havinaconsulting.com,1513,224,238
havoc666.com,151,21,39
havuja.ai,355,54,54
hawo.fi,10775,1509,2738
hayas.fi,1360,210,216
haytime.fi,3024,507,535
hcpetersen.fi,29,6,6
headnought.com,836,146,162
health-samurai.io,177,29,29
healthscape.design,4141,619,629
healthy-trace.com,71,13,13
healthzilla.ai,343,51,53
heartssalon.fi,32,6,6
heatek.fi,50,10,10
heatios.com,218,37,37
heatmasters.net,8638,1339,1425
heatmup.com,7568,1185,1275
heavymetalheartagency.com,385,63,66
heavymetalknitting.com,142,23,25
hedgehogfb.fi,50,12,14
hedmancorporation.fi,30,5,7
hefinland.com,87,16,16
hehkuco.com,42,8,12
hehkulab.fi,558,79,87
hei-media.com,71,13,13
hei.io,4031,653,711
heidenhain.fi,11467,1765,2016
heideq.com,78,14,14
heidilampen.com,2634,478,501
heikala.com,436,73,100
heiman.fi,87,16,16
heimointeractive.com,71,13,13
heimoosk.com,71,13,13
heinaro.fi,156,26,28
heischools.com,601,109,109
heiske.fi,71,12,12
heku.fi,68,10,19
helau.io,168,22,24
heleats.fi,202,39,41
helenaoravadesignprojects.fi,71,13,13
helenasandman.fi,810,132,136
heleneadvisory.fi,3030,505,546
helgabad.com,417,68,87
helheimlabs.ai,1168,193,200
helicasol.com,195,36,41
helikurjanen.fi,51,10,12
heliosone.fi,1209,230,237
heliostour.fi,29,6,6
hellapoliisi.fi,41691,5726,5953
hellno.fi,71,13,13
hellofromfinland.com,32,6,6
hellolichen.com,723,108,112
hellomedia.fi,494,88,92
hellon.com,1200,192,201
hellowork.fi,2065,338,367
hellsten.co,141,16,16
helly.fi,454,80,81
helmies.fi,223,37,39
helno.fi,395,62,65
helpdor.com,152,26,28
helpporent.fi,100,14,14
helrot.fi,306,47,51
helsinginjettihuolto.fi,1266,192,195
helsinginkumi.fi,5797,898,950
helsinginpesula.fi,32,6,6
helsinginprojektit.fi,247,40,40
helsinginstreetworkout.fi,579,92,96
helsinkiaerospace.com,111,20,21
helsinkiagency.fi,679,122,126
helsinkiapartment.fi,42,7,8
helsinkiblockchaincenter.com,2153,327,356
helsinkicasting.com,1581,256,267
helsinkidancecentral.com,38,6,9
helsinkidesignlab.com,1003,156,188
helsinkifilmandgear.fi,262,51,53
helsinkifintech.fi,53,9,9
helsinkiintelligence.fi,1614,224,234
helsinkipublic.fi,1994,286,315
helsinkizurich.com,10219,1368,2154
helvar.com,611,90,92
helvarmerca.com,204,28,35
hemagon.fi,3686,566,700
hempuli.com,415,81,88
henkilostoliiga.fi,32,6,6
henley.fi,6766,1043,1124
heno.fi,465,81,82
henrijuvonen.com,31,4,4
henrikl.fi,3614,569,603
henrinuko.com,2492,418,633
henrivartio.com,71,13,13
hentec.fi,1771,262,288
henuaorganics.com,212,36,42
hepolafilms.com,39,9,9
herachoiphotos.com,155,25,28
heraeus-medical.com,1266,209,225
herantis.com,503,72,97
herculesdynamics.com,656,97,110
heremusic.fi,180,29,30
herit.fi,234,41,45
herkkupala.fi,253,39,50
herlevimedia.fi,87,16,16
hermex.fi,155,25,27
herontalent.com,4109,641,705
hertolaconsulting.fi,179,38,40
herttuafamily.com,202,39,41
herzmusic.com,71,13,13
hestragloves.com,39,6,6
hetitec.com,1627,269,282
hetkicompany.com,52,9,10
hetkinen.com,7612,1365,1822
hetkisauna.com,1792,338,346
hetzner.com,1707,280,296
heusalagroup.fi,2286,362,365
hevosia.com,1970,314,329
hevostaitoakatemia.fi,1168,185,205
hevtec.fi,4523,699,776
heyday.fi,300,54,56
hf-memo.com,8128,1439,1472
hf-sammutus.fi,55,10,12
hfhc.fi,35875,4064,9390
hfm-oy.fi,32,6,6
hi-col.com,45268,6349,6583
hi-shop.fi,2354,363,365
hibox.tv,73,15,15
hiducator.com,687,110,113
hiekkapuhallus.fi,26,6,6
hietakari.fi,1393,223,230
highhairroom.fi,1282,213,240
highhill.fi,227,42,42
highhousedesign.com,390,47,58
hihhihhii.com,19,4,5
hihuman.net,1767,243,247
hillaentertainment.fi,2360,353,397
hillavillas.com,1653,268,321
hillsdumplings.com,145,25,26
him.fi,565,86,90
himalayakitchen.fi,258,39,51
himanganpuusepat.fi,51,10,10
himmee.com,518,80,97
hintsa.com,2823,467,491
hipleegames.com,54,9,13
hippu.fi,180,29,30
hirsiset.fi,790,116,223
his.fi,675,96,102
hishine.co,1459,216,232
hitachivantara.com,188,29,34
hitsaritolvanen.fi,32,6,6
hiusforum.fi,51,10,10
hiustuotteet24h.fi,180,29,30
hivacon.fi,1986,285,305
hive-ec.com,1490,237,251
hjalmars.fi,173,28,38
hjt-holz.com,3706,566,723
hkfire.co.uk,32,6,6
hkhconsulting.net,3918,561,581
hktekoy.com,71,13,13
hlpartners.com,1537,244,257
hms-beam.fi,55,10,12
hnelectricalsolutions.com,5991,860,923
hobbyhall.fi,59,8,9
hobo.fi,211,44,52
hobycon.com,50,9,12
hoerbiger.com,443,72,74
hoffrenaccounting.fi,47864,6504,7038
hogforsgst.com,2311,380,395
hoghouseknives.com,1493,234,328
hohot.fi,1953,312,342
hoijan.fi,1225,186,195
hoitavaluovuus.fi,29,6,6
hoitek.fi,1202,206,220
hoitoketju.fi,260,48,49
hoitolaniitty.fi,71,13,13
hoivaextra.fi,192,37,44
hoivakeittiot.fi,49,9,9
hoiwa.fi,2267,374,393
hoke.fi,127,20,20
holidayclub.com,1499,246,255
hollmen.com,1516,247,265
holm.ltd,177,27,29
holobionter.com,4835,712,784
hologram-monster.com,535,76,80
holomons.com,881,142,156
holship.com,400,60,75
holvi.com,2053,331,354
homekit.fi,314,60,73
homekoira.com,71,13,13
hommix.fi,9,2,4
homocontemporaneus.com,7089,1035,1167
honkasen.fi,111,20,21
honkio.com,4620,730,788
honko.fi,382,63,70
hooftohorse.academy,1901,310,319
hookedbynorth.com,1669,271,318
hookle.net,2688,445,461
hooks.fi,12488,1827,2878
hooveesec.fi,551,89,100
hopea.fi,158,21,24
hopeakatto.fi,71,13,13
hopeaniemiresort.fi,33,5,8
hopiaaudio.fi,3938,693,766
hopoti.com,157,21,27
hornstep.com,3472,491,547
horsefly.games,71,13,13
horsehill.fi,71,13,13
horserider.fi,12755,1670,3896
horsesfirst.com,51,7,13
hossatravel.com,3151,544,562
hossaville.fi,2720,436,476
hostaway.com,2420,381,393
hoste.fi,228,40,41
hotelhyppeis.fi,6194,1076,1340
hotelkamp.com,366,59,63
hotellikeskipiste.fi,32,6,6
hotellilamminpaa.net,28,5,5
hotelseafront.fi,382,72,75
hotelway.ai,32,6,6
hotlips.ee,45,6,11
hotmix.fi,70,6,23
hotpopkorn.com,66,9,9
hotspot.fi,36,6,11
houseeleven.com,1351,242,244
housefolk.games,3684,525,639
houseman.fi,926,136,175
housemarque.com,170,22,31
houseofcontrol.fi,4123,673,712
houseoffoods.com,2920,493,504
houseofkumpula.com,519,89,92
housetek.fi,216,38,43
housti.fi,49,9,9
hovigym.fi,4582,720,1182
hoviranta.fi,146,26,26
howspace.com,5576,848,899
howya.fi,71,13,13
hoxhunt.com,1548,224,238
hp-capital.fi,181,35,36
hpheimo.fi,32,6,6
hps-sourcing.com,2508,395,414
hrpost.io,704,112,116
hsfmarine.fi,101,22,22
htholsters.com,3170,534,568
htps.info,532,75,83
htrent.fi,19392,3433,3584
httpoy.fi,66,8,9
hua-du.fi,29,6,6
hubconcepts.com,2694,334,374
hubfinland.fi,26,6,6
hublet.fi,3121,446,467
hue.fi,180,29,30
hugoexpress.fi,618,92,92
hugokorhonen.com,84,16,18
huhtalaoy.fi,95,17,17
huhtamakibrothers.fi,236,35,37
huigee.fi,180,29,30
huilata.fi,1565,211,228
huimausklinikka.fi,32,6,6
huippumyyjat.fi,32,6,6
huld.io,948,148,154
hulluporo.fi,12887,1741,3510
hultef.com,2481,373,399
human360.net,1113,188,190
humaneq.com,67,11,16
humaninsight.fi,133,20,23
humansandcreatures.com,2303,354,362
humblebeehousingproject.com,1000,156,171
humidome.com,1632,296,327
hummusbar.fi,202,39,41
hunaja-aitta.fi,502,72,143
hundred.org,1324,193,199
hunnahosting.fi,155,25,27
hunome.com,6147,956,1014
huntedby.com,2364,367,390
huoltojoukot.com,152,26,28
huoltopalvelutienari.fi,391,63,70
huoltoritarit.fi,11030,2178,3121
huoltoukko.fi,30,6,7
huone.events,423,70,76
hupa.fi,1098,207,212
hur.fi,24194,3413,5200
huritao.com,118,20,22
huskycodes.com,1135,181,220
huskypark.fi,1649,291,352
huskyranch.fi,733,122,160
husseinaltaee.fi,454,80,81
huuki.fi,804,126,198
hvcs.eu,480,71,73
hybria.fi,1469,207,227
hycamite.com,2472,342,392
hycomcore.com,626,91,97
hyddaproductions.fi,1678,279,288
hydrohex.com,2481,402,428
hyfarms.fi,831,148,149
hyggehost.fi,1292,198,201
hygisan.fi,69,10,10
hykorjaamo.fi,37,7,10
hylky.fi,25,5,8
hynnaconsulting.fi,3110,525,576
hyotyvaruste.fi,78,14,14
hypcom.fi,351,47,53
hypehype.com,1150,211,226
hypend.com,2760,461,540
hypercell.ai,3933,648,662
hyperco.com,930,139,149
hypergraph.fi,60,9,11
hyperin.com,307,43,44
hypermemo.eu,105,18,19
hypermine.com,4314,639,685
hypernova.fi,4168,665,678
hyperstrong.com,1487,212,225
hyprock.com,151,25,32
hyvinvoinninpelikentta.com,71,13,13
hyvinvoivat.fi,65,13,13
iam365.eu,145,21,21
iamyourgodband.com,161,19,39
iarc.fi,35,5,5
