domain,path,chars,bytes,words,lines
thinker.fi,scraped/thinker.fi.txt,1299,1317,206,8
thinkfast.fi,scraped/thinkfast.fi.txt,51,51,8,1
thinkfellows.fi,scraped/thinkfellows.fi.txt,267,280,28,4
thinkinrocks.com,scraped/thinkinrocks.com.txt,318,320,46,2
thinnan.com,scraped/thinnan.com.txt,3598,3658,620,48
thirdeye.fi,scraped/thirdeye.fi.txt,1738,1743,267,25
thirdpresence.com,scraped/thirdpresence.com.txt,302,304,43,1
thirdrock.fi,scraped/thirdrock.fi.txt,96,102,9,2
thirdseason.fi,scraped/thirdseason.fi.txt,35,35,8,2
thirstybear.fi,scraped/thirstybear.fi.txt,271,271,49,2
thisishowtheearthworks.fi,scraped/thisishowtheearthworks.fi.txt,51,51,8,1
thkoneurakointi.com,scraped/thkoneurakointi.com.txt,52,55,6,1
thomastaisto.com,scraped/thomastaisto.com.txt,46,46,7,4
thoraxkurser.fi,scraped/thoraxkurser.fi.txt,6998,7291,1101,84
thoughtworks.com,scraped/thoughtworks.com.txt,1276,1286,190,19
thplus.fi,scraped/thplus.fi.txt,51,51,8,1
thportaat.fi,scraped/thportaat.fi.txt,948,963,117,28
thrasheriebar.com,scraped/thrasheriebar.com.txt,335,355,37,2
threebeers.fi,scraped/threebeers.fi.txt,159,164,20,5
threebellys.fi,scraped/threebellys.fi.txt,747,786,75,4
thriftd.fi,scraped/thriftd.fi.txt,681,702,81,11
thriv.dev,scraped/thriv.dev.txt,495,495,74,2
thrm.fi,scraped/thrm.fi.txt,6590,6907,711,59
thrpalvelu.fi,scraped/thrpalvelu.fi.txt,719,744,71,6
thrustproductions.com,scraped/thrustproductions.com.txt,307,307,48,21
thsfinland.fi,scraped/thsfinland.fi.txt,16,16,3,1
tht-keskus.fi,scraped/tht-keskus.fi.txt,51,51,8,1
thtcontrol.com,scraped/thtcontrol.com.txt,652,666,76,10
thtmed.fi,scraped/thtmed.fi.txt,544,550,60,14
thtservices.fi,scraped/thtservices.fi.txt,1222,1255,126,17
thunderroad.fi,scraped/thunderroad.fi.txt,50,50,10,3
thunship.fi,scraped/thunship.fi.txt,779,779,113,8
thurne.fi,scraped/thurne.fi.txt,171,171,29,13
thv.fi,scraped/thv.fi.txt,51,51,8,1
thyssenkrupp.fi,scraped/thyssenkrupp.fi.txt,259,267,33,4
ti-garnjet.fi,scraped/ti-garnjet.fi.txt,1277,1309,147,21
ti.fi,scraped/ti.fi.txt,178,184,16,3
tialo.fi,scraped/tialo.fi.txt,2115,2186,227,55
tibber.com,scraped/tibber.com.txt,1254,1262,204,24
ticabo.fi,scraped/ticabo.fi.txt,407,423,44,8
ticas.fi,scraped/ticas.fi.txt,1681,1684,255,36
ticca.fi,scraped/ticca.fi.txt,2962,2982,442,27
ticted.com,scraped/ticted.com.txt,46,46,8,2
tid.ax,scraped/tid.ax.txt,28,29,7,1
tide.fi,scraped/tide.fi.txt,1345,1383,128,20
tidem.fi,scraped/tidem.fi.txt,475,475,70,5
tidemedical.com,scraped/tidemedical.com.txt,51,51,8,1
tidorum.fi,scraped/tidorum.fi.txt,11,11,2,1
tidycalls.com,scraped/tidycalls.com.txt,5435,5471,829,118
tieapu24.fi,scraped/tieapu24.fi.txt,51,51,8,1
tiedekoulu.fi,scraped/tiedekoulu.fi.txt,51,52,5,1
tiedonantaja.fi,scraped/tiedonantaja.fi.txt,502,524,58,4
tiedos.fi,scraped/tiedos.fi.txt,2820,2945,319,30
tiedot.info,scraped/tiedot.info.txt,2504,2582,283,54
tiehoitokunta.fi,scraped/tiehoitokunta.fi.txt,3986,4142,425,43
tiekunnassa.fi,scraped/tiekunnassa.fi.txt,181,183,17,2
tiekuntapalvelut.fi,scraped/tiekuntapalvelut.fi.txt,831,860,78,12
tieluiska.fi,scraped/tieluiska.fi.txt,3573,3694,395,28
tiemanner.fi,scraped/tiemanner.fi.txt,2891,2991,310,31
tiemerkinta.com,scraped/tiemerkinta.com.txt,51,51,8,1
tienpolvi.fi,scraped/tienpolvi.fi.txt,281,294,33,2
tiera.fi,scraped/tiera.fi.txt,9965,10268,1429,72
tieraresort.fi,scraped/tieraresort.fi.txt,3846,3882,646,47
tierone.fi,scraped/tierone.fi.txt,1608,1704,251,42
tierrafinlandia.fi,scraped/tierrafinlandia.fi.txt,1283,1327,144,16
tierranlemmikkipuoti.fi,scraped/tierranlemmikkipuoti.fi.txt,854,874,96,5
tiestotieto.fi,scraped/tiestotieto.fi.txt,51,51,8,1
tietavainen.fi,scraped/tietavainen.fi.txt,626,646,71,5
tieterveyteen.fi,scraped/tieterveyteen.fi.txt,2538,2656,274,21
tietjatalot.fi,scraped/tietjatalot.fi.txt,766,807,80,10
tieto.com,scraped/tieto.com.txt,1419,1433,230,17
tietoa.fi,scraped/tietoa.fi.txt,4240,4378,426,29
tietoakseli.fi,scraped/tietoakseli.fi.txt,1052,1070,112,32
tietoareena.fi,scraped/tietoareena.fi.txt,2985,3106,354,32
tietoevry.com,scraped/tietoevry.com.txt,1440,1454,232,17
tietohaukat.fi,scraped/tietohaukat.fi.txt,1450,1499,161,7
tietohuone.fi,scraped/tietohuone.fi.txt,2324,2428,214,12
tietoi.fi,scraped/tietoi.fi.txt,115,125,14,1
tietoinfra.fi,scraped/tietoinfra.fi.txt,145,147,16,2
tietojakone.com,scraped/tietojakone.com.txt,51,51,8,1
tietojakonekiinteistot.fi,scraped/tietojakonekiinteistot.fi.txt,51,51,8,1
tietokaira.fi,scraped/tietokaira.fi.txt,51,51,8,1
tietokaivos.fi,scraped/tietokaivos.fi.txt,294,306,33,2
tietokonehuoltosky.fi,scraped/tietokonehuoltosky.fi.txt,1739,1794,198,18
tietokonekauppa.fi,scraped/tietokonekauppa.fi.txt,498,523,63,4
tietokonekeskus.com,scraped/tietokonekeskus.com.txt,2267,2341,266,33
tietokonelepuski.fi,scraped/tietokonelepuski.fi.txt,1707,1766,193,21
tietokonepalvelu.fi,scraped/tietokonepalvelu.fi.txt,358,365,36,3
tietokymi.net,scraped/tietokymi.net.txt,178,179,17,5
tietolaite.com,scraped/tietolaite.com.txt,691,713,65,3
tietolatva.fi,scraped/tietolatva.fi.txt,9953,10336,1072,86
tietomo.fi,scraped/tietomo.fi.txt,14,14,4,2
tietomuuntamo.fi,scraped/tietomuuntamo.fi.txt,1850,1960,198,31
tietomylly.fi,scraped/tietomylly.fi.txt,51,51,8,1
tietonoita.fi,scraped/tietonoita.fi.txt,51,51,8,1
tietopalvelu.fi,scraped/tietopalvelu.fi.txt,51,51,8,1
tietopiiri.fi,scraped/tietopiiri.fi.txt,51,51,8,1
tietoq.fi,scraped/tietoq.fi.txt,751,773,75,4
tietorahti.fi,scraped/tietorahti.fi.txt,649,669,66,16
tietorauta.fi,scraped/tietorauta.fi.txt,51,51,8,1
tietosaimaa.fi,scraped/tietosaimaa.fi.txt,481,498,51,8
tietoset.fi,scraped/tietoset.fi.txt,19,19,4,2
tietosirkka.fi,scraped/tietosirkka.fi.txt,600,638,63,3
tietosuoja.eu,scraped/tietosuoja.eu.txt,170,171,18,3
tietosuus.fi,scraped/tietosuus.fi.txt,109,110,12,2
tietotek.com,scraped/tietotek.com.txt,202,205,20,2
tietotiimi.com,scraped/tietotiimi.com.txt,1493,1564,177,25
tietotili.fi,scraped/tietotili.fi.txt,763,789,79,3
tietoturvaamo.fi,scraped/tietoturvaamo.fi.txt,88,90,13,2
tietoveikot.fi,scraped/tietoveikot.fi.txt,176,179,25,8
tietoverkko.fi,scraped/tietoverkko.fi.txt,1892,1990,193,21
tietoverkkotuote.com,scraped/tietoverkkotuote.com.txt,78,79,16,4
tietovipu.fi,scraped/tietovipu.fi.txt,27,28,2,1
tietoweb.fi,scraped/tietoweb.fi.txt,561,573,64,11
tieva.fi,scraped/tieva.fi.txt,57,57,8,1
tieysi.fi,scraped/tieysi.fi.txt,337,343,31,4
tifomo.fi,scraped/tifomo.fi.txt,26,26,6,2
tigate.fi,scraped/tigate.fi.txt,51,51,8,1
tigersomtilipalvelu.com,scraped/tigersomtilipalvelu.com.txt,74,74,12,4
tigertech.fi,scraped/tigertech.fi.txt,51,51,8,1
tiglo.fi,scraped/tiglo.fi.txt,1203,1246,144,6
tigo.fi,scraped/tigo.fi.txt,441,451,55,15
tihetilit.fi,scraped/tihetilit.fi.txt,825,866,87,2
tihmola.fi,scraped/tihmola.fi.txt,51,51,8,1
tiiakonttinen.fi,scraped/tiiakonttinen.fi.txt,3090,3113,538,35
tiiamenna.fi,scraped/tiiamenna.fi.txt,451,464,45,11
tiifix.fi,scraped/tiifix.fi.txt,320,325,33,10
tiihkali.fi,scraped/tiihkali.fi.txt,769,802,87,10
tiiholantoka.fi,scraped/tiiholantoka.fi.txt,2862,2967,313,19
tiikerimedia.fi,scraped/tiikerimedia.fi.txt,833,853,100,9
tiikeripartners.fi,scraped/tiikeripartners.fi.txt,1272,1311,127,17
tiikman.fi,scraped/tiikman.fi.txt,1599,1683,166,17
tiiku.fi,scraped/tiiku.fi.txt,3179,3327,389,40
tiileri.fi,scraped/tiileri.fi.txt,8548,8787,969,57
tiilikaari.fi,scraped/tiilikaari.fi.txt,742,764,79,5
tiilikka.fi,scraped/tiilikka.fi.txt,1518,1574,169,20
tiilimaenromuliike.fi,scraped/tiilimaenromuliike.fi.txt,2116,2243,256,28
tiilimaentitaani.fi,scraped/tiilimaentitaani.fi.txt,1645,1721,206,46
tiimataito.fi,scraped/tiimataito.fi.txt,51,51,8,1
tiimax.fi,scraped/tiimax.fi.txt,627,657,71,7
tiimi-perinta.fi,scraped/tiimi-perinta.fi.txt,23,23,4,2
tiimiakatemia.com,scraped/tiimiakatemia.com.txt,11087,11566,1195,103
tiimihenki.fi,scraped/tiimihenki.fi.txt,831,880,87,9
tiimikaveri.fi,scraped/tiimikaveri.fi.txt,33,33,6,1
tiimioivalluksia.fi,scraped/tiimioivalluksia.fi.txt,1368,1405,161,21
tiimipaita.fi,scraped/tiimipaita.fi.txt,1370,1408,147,12
tiimixi.fi,scraped/tiimixi.fi.txt,9140,9560,1039,96
tiinamellanenlkv.fi,scraped/tiinamellanenlkv.fi.txt,3870,3981,442,34
tiinaminds.com,scraped/tiinaminds.com.txt,28,29,5,1
tiinankotiruoka.fi,scraped/tiinankotiruoka.fi.txt,1390,1434,150,9
tiinanousiainen.fi,scraped/tiinanousiainen.fi.txt,242,253,23,2
tiinantori.fi,scraped/tiinantori.fi.txt,255,278,40,8
tiinantreenipalvelut.fi,scraped/tiinantreenipalvelut.fi.txt,222,228,30,12
tiinatahvanainen.com,scraped/tiinatahvanainen.com.txt,2206,2307,287,67
tiinuska.fi,scraped/tiinuska.fi.txt,598,617,60,11
tiirinkoskentehdas.fi,scraped/tiirinkoskentehdas.fi.txt,6700,6972,833,62
tiiro.fi,scraped/tiiro.fi.txt,51,51,8,1
tiitus.fi,scraped/tiitus.fi.txt,2910,2931,396,83
tiiviysmittauksia.fi,scraped/tiiviysmittauksia.fi.txt,1657,1702,165,10
tij.fi,scraped/tij.fi.txt,893,930,95,17
tik.fi,scraped/tik.fi.txt,389,400,44,12
tikakoski.com,scraped/tikakoski.com.txt,82,82,11,4
tikanmaentila.fi,scraped/tikanmaentila.fi.txt,2929,3068,355,26
tikanojagroup.fi,scraped/tikanojagroup.fi.txt,295,301,33,4
tikanpoika.fi,scraped/tikanpoika.fi.txt,1221,1277,151,19
tikarmitsa.fi,scraped/tikarmitsa.fi.txt,3770,3930,406,37
tikatech.fi,scraped/tikatech.fi.txt,51,51,8,1
tikean.com,scraped/tikean.com.txt,162,164,23,2
tiketti.fi,scraped/tiketti.fi.txt,4334,4508,489,24
tiketu.fi,scraped/tiketu.fi.txt,70,80,10,2
tikiprint.fi,scraped/tikiprint.fi.txt,51,51,8,1
tikirak.fi,scraped/tikirak.fi.txt,51,51,8,1
tikis.fi,scraped/tikis.fi.txt,51,51,8,1
tikiventures.fi,scraped/tikiventures.fi.txt,38,44,6,1
tikkabit.com,scraped/tikkabit.com.txt,81,85,17,4
tikkamaenpalvelut.fi,scraped/tikkamaenpalvelut.fi.txt,845,866,105,20
tikkapinta.fi,scraped/tikkapinta.fi.txt,1286,1311,151,12
tikkasec.fi,scraped/tikkasec.fi.txt,5062,5258,530,46
tikkaspikes.fi,scraped/tikkaspikes.fi.txt,228,232,31,2
tikkimiettinen.fi,scraped/tikkimiettinen.fi.txt,115,125,14,1
tikkisen.fi,scraped/tikkisen.fi.txt,59,61,10,1
tikkituote.fi,scraped/tikkituote.fi.txt,469,486,52,8
tikkurilanautohuolto.fi,scraped/tikkurilanautohuolto.fi.txt,1592,1649,183,37
tikkurilanilmakuvaus.fi,scraped/tikkurilanilmakuvaus.fi.txt,3839,3947,416,28
tikkurilanlvi.com,scraped/tikkurilanlvi.com.txt,51,51,8,1
tikkurilanpaino.fi,scraped/tikkurilanpaino.fi.txt,51,51,8,1
tikkurilansahko.fi,scraped/tikkurilansahko.fi.txt,1012,1061,114,21
tikkurilantilitoimisto.fi,scraped/tikkurilantilitoimisto.fi.txt,51,51,8,1
tikle.fi,scraped/tikle.fi.txt,492,517,59,2
tikli.com,scraped/tikli.com.txt,281,292,37,4
tiklu.fi,scraped/tiklu.fi.txt,1367,1397,140,17
tikoisannointi.fi,scraped/tikoisannointi.fi.txt,1502,1595,145,11
tikosgolf.com,scraped/tikosgolf.com.txt,253,253,36,16
tikoy.fi,scraped/tikoy.fi.txt,1966,2094,211,22
tikplan.fi,scraped/tikplan.fi.txt,80,85,10,4
tikunpuuhevonen.com,scraped/tikunpuuhevonen.com.txt,455,468,46,3
tikutec.com,scraped/tikutec.com.txt,2900,2999,335,19
tila-auto.com,scraped/tila-auto.com.txt,1182,1218,126,11
tila.center,scraped/tila.center.txt,630,648,69,8
tila.fi,scraped/tila.fi.txt,90,90,16,2
tilaalens.com,scraped/tilaalens.com.txt,3224,3224,533,153
tilaamo.fi,scraped/tilaamo.fi.txt,99,101,12,2
tilaan.com,scraped/tilaan.com.txt,688,708,81,5
tilaataksi.net,scraped/tilaataksi.net.txt,74,74,12,4
tilaatyontekija.fi,scraped/tilaatyontekija.fi.txt,1331,1394,135,27
tilafix.fi,scraped/tilafix.fi.txt,1721,1784,181,10
tilahaukka.fi,scraped/tilahaukka.fi.txt,7803,8112,907,68
tilaihme.fi,scraped/tilaihme.fi.txt,2431,2493,285,14
tilaisuus.fi,scraped/tilaisuus.fi.txt,51,51,8,1
tilajakamo.fi,scraped/tilajakamo.fi.txt,494,516,57,1
tilako.fi,scraped/tilako.fi.txt,1518,1554,153,8
tilamaali.com,scraped/tilamaali.com.txt,1587,1658,173,29
tilamestarit.fi,scraped/tilamestarit.fi.txt,51,51,8,1
tilanjako.fi,scraped/tilanjako.fi.txt,161,168,19,5
tilanne.fi,scraped/tilanne.fi.txt,586,609,63,4
tilaplus.com,scraped/tilaplus.com.txt,36,36,5,4
tilaremontit.fi,scraped/tilaremontit.fi.txt,129,135,14,3
tilasahko.fi,scraped/tilasahko.fi.txt,65,65,9,2
tilassa.fi,scraped/tilassa.fi.txt,462,481,57,11
tilastopaja.fi,scraped/tilastopaja.fi.txt,14076,14294,3309,624
tilatakomo.fi,scraped/tilatakomo.fi.txt,118,120,12,1
tilataksikoskinen.fi,scraped/tilataksikoskinen.fi.txt,701,719,87,25
tilataksimikkeli.fi,scraped/tilataksimikkeli.fi.txt,1404,1506,183,45
tilatehdas.fi,scraped/tilatehdas.fi.txt,223,232,20,4
tilatehtuuri.fi,scraped/tilatehtuuri.fi.txt,2724,2807,261,32
tilatekniikka.fi,scraped/tilatekniikka.fi.txt,528,557,56,5
tilatohtorit.fi,scraped/tilatohtorit.fi.txt,43,43,4,3
tilatoive.fi,scraped/tilatoive.fi.txt,3604,3683,340,29
tilatrix.fi,scraped/tilatrix.fi.txt,51,51,8,1
tilatukku.fi,scraped/tilatukku.fi.txt,5734,5868,564,56
tilatuote.net,scraped/tilatuote.net.txt,146,150,15,2
tilausliikenne-veijopulkka.fi,scraped/tilausliikenne-veijopulkka.fi.txt,1147,1189,119,10
tilausliikennehimanen.fi,scraped/tilausliikennehimanen.fi.txt,33,33,6,2
tilausliikennemattila.net,scraped/tilausliikennemattila.net.txt,765,774,87,7
tilausliikennenikkanen.fi,scraped/tilausliikennenikkanen.fi.txt,52,52,6,1
tilausliikennenylander.fi,scraped/tilausliikennenylander.fi.txt,1037,1062,109,10
tilausmatkat.info,scraped/tilausmatkat.info.txt,95,105,8,1
tilausrahti.com,scraped/tilausrahti.com.txt,93,95,7,4
tilava.fi,scraped/tilava.fi.txt,51,51,8,1
tilaveturi.fi,scraped/tilaveturi.fi.txt,133,136,15,6
tilavista.fi,scraped/tilavista.fi.txt,68,68,11,1
tilefreak.fi,scraped/tilefreak.fi.txt,1809,1861,198,40
tilespoint.fi,scraped/tilespoint.fi.txt,11,11,1,1
tilgmann.fi,scraped/tilgmann.fi.txt,516,526,54,3
tili-eliisa.fi,scraped/tili-eliisa.fi.txt,1675,1733,172,22
tili-jayrityspalvelu.fi,scraped/tili-jayrityspalvelu.fi.txt,1122,1159,107,8
tili-kiinti.fi,scraped/tili-kiinti.fi.txt,489,510,48,2
tili-satu.fi,scraped/tili-satu.fi.txt,186,202,21,7
tili-tuki.fi,scraped/tili-tuki.fi.txt,51,51,8,1
tili-vinkki.fi,scraped/tili-vinkki.fi.txt,2762,2866,301,31
tiliaatu.fi,scraped/tiliaatu.fi.txt,702,723,78,6
tilialasin.fi,scraped/tilialasin.fi.txt,51,51,8,1
tilialavus.fi,scraped/tilialavus.fi.txt,1611,1706,160,16
tiliapila.fi,scraped/tiliapila.fi.txt,218,225,22,3
tiliarrat.fi,scraped/tiliarrat.fi.txt,523,541,63,12
tiliarttec.com,scraped/tiliarttec.com.txt,200,204,25,11
tiliasema.fi,scraped/tiliasema.fi.txt,2297,2389,250,24
tiliassat.fi,scraped/tiliassat.fi.txt,1057,1105,105,8
tiliborg.fi,scraped/tiliborg.fi.txt,1360,1403,140,16
tilicat.fi,scraped/tilicat.fi.txt,2498,2573,260,27
tilico.fi,scraped/tilico.fi.txt,3232,3363,319,19
tilicons.fi,scraped/tilicons.fi.txt,3857,3982,398,30
tilidea.fi,scraped/tilidea.fi.txt,7381,7659,861,103
tilielina.fi,scraped/tilielina.fi.txt,88,90,13,2
tiliemanta.fi,scraped/tiliemanta.fi.txt,2493,2549,257,17
tilietve.fi,scraped/tilietve.fi.txt,97,97,8,1
tiliextra.fi,scraped/tiliextra.fi.txt,2937,3032,275,50
tilifiner.fi,scraped/tilifiner.fi.txt,1558,1598,195,29
tiligo.fi,scraped/tiligo.fi.txt,1969,2038,221,35
tilihanholmi.fi,scraped/tilihanholmi.fi.txt,37,37,5,1
tiliharmony.fi,scraped/tiliharmony.fi.txt,51,51,8,1
tiliheikkinen.fi,scraped/tiliheikkinen.fi.txt,206,208,21,3
tilihelander.fi,scraped/tilihelander.fi.txt,2567,2671,262,17
tilihelin.fi,scraped/tilihelin.fi.txt,51,51,8,1
tilihenki.fi,scraped/tilihenki.fi.txt,403,412,38,6
tilihermunen.net,scraped/tilihermunen.net.txt,916,946,106,23
tilihietakangas.fi,scraped/tilihietakangas.fi.txt,114,115,10,2
tilihilimat.fi,scraped/tilihilimat.fi.txt,1589,1647,164,14
tilihorisontti.fi,scraped/tilihorisontti.fi.txt,51,51,8,1
tilihuhta.fi,scraped/tilihuhta.fi.txt,2432,2516,246,31
tilijatarkastusoy.fi,scraped/tilijatarkastusoy.fi.txt,829,837,81,8
tilijohanna.com,scraped/tilijohanna.com.txt,1748,1837,202,18
tilikaakko.fi,scraped/tilikaakko.fi.txt,1333,1363,127,10
tilikaari.fi,scraped/tilikaari.fi.txt,51,51,8,1
tilikaksikko.fi,scraped/tilikaksikko.fi.txt,535,553,61,5
tilikarelia.fi,scraped/tilikarelia.fi.txt,1547,1604,161,11
tilikaveri.fi,scraped/tilikaveri.fi.txt,1583,1658,152,11
tilikeskus.fi,scraped/tilikeskus.fi.txt,5745,5886,630,62
tilikeskusisla.fi,scraped/tilikeskusisla.fi.txt,1150,1190,135,35
tilikiinteisto.com,scraped/tilikiinteisto.com.txt,51,51,8,1
tilikiinteisto.fi,scraped/tilikiinteisto.fi.txt,820,858,90,15
tilikipa.fi,scraped/tilikipa.fi.txt,3048,3189,361,36
tilikirjurit.fi,scraped/tilikirjurit.fi.txt,77,80,9,3
tilikola.fi,scraped/tilikola.fi.txt,721,736,97,9
tilikolmio.fi,scraped/tilikolmio.fi.txt,155,155,21,3
tilikone.com,scraped/tilikone.com.txt,1420,1475,156,12
tilikonsilo.fi,scraped/tilikonsilo.fi.txt,632,643,64,3
tilikontrolli.net,scraped/tilikontrolli.net.txt,994,1028,102,1
tilikonttori.fi,scraped/tilikonttori.fi.txt,184,188,24,6
tilikonttuuri.fi,scraped/tilikonttuuri.fi.txt,1630,1680,176,22
tilikumppanit.fi,scraped/tilikumppanit.fi.txt,1086,1125,121,13
tilikunta.fi,scraped/tilikunta.fi.txt,2152,2217,234,22
tilikuukkari.fi,scraped/tilikuukkari.fi.txt,51,51,8,1
tililaine.fi,scraped/tililaine.fi.txt,51,51,8,1
tililaskentaoy.fi,scraped/tililaskentaoy.fi.txt,777,788,94,36
tilimajakka.fi,scraped/tilimajakka.fi.txt,1192,1234,126,8
tiliman.fi,scraped/tiliman.fi.txt,997,1035,112,8
tilimanager.fi,scraped/tilimanager.fi.txt,108,108,11,4
tilimantsi.fi,scraped/tilimantsi.fi.txt,79,79,7,2
tilimemo.fi,scraped/tilimemo.fi.txt,974,1019,104,17
tilimenu.fi,scraped/tilimenu.fi.txt,165,165,27,2
tiliminetti.fi,scraped/tiliminetti.fi.txt,51,51,8,1
tilimix.fi,scraped/tilimix.fi.txt,1027,1067,110,14
tilimode.fi,scraped/tilimode.fi.txt,348,358,38,22
tilimylly.fi,scraped/tilimylly.fi.txt,826,849,82,7
tilinator.fi,scraped/tilinator.fi.txt,1045,1070,107,6
tilineloset.fi,scraped/tilineloset.fi.txt,2028,2096,203,12
tilineuvos.fi,scraped/tilineuvos.fi.txt,2304,2400,262,46
tilinic.fi,scraped/tilinic.fi.txt,948,980,104,7
tilinomadi.fi,scraped/tilinomadi.fi.txt,1520,1578,147,28
tilinpitotiimi.fi,scraped/tilinpitotiimi.fi.txt,662,676,75,7
tilintakojat.fi,scraped/tilintakojat.fi.txt,416,441,65,2
tilintark.fi,scraped/tilintark.fi.txt,2094,2178,211,24
tilintarkastaja.fi,scraped/tilintarkastaja.fi.txt,1188,1242,113,9
tilintarkastus.org,scraped/tilintarkastus.org.txt,1956,2025,179,16
tilintarkastusaaa.fi,scraped/tilintarkastusaaa.fi.txt,1984,2061,185,8
tilintarkastusalitalo.fi,scraped/tilintarkastusalitalo.fi.txt,1397,1444,138,10
tilintarkastusharjula.com,scraped/tilintarkastusharjula.com.txt,51,51,8,1
tilintarkastushukka.fi,scraped/tilintarkastushukka.fi.txt,5181,5386,552,39
tilintarkastuskivi.fi,scraped/tilintarkastuskivi.fi.txt,1319,1354,133,18
tilintarkastuspiila.fi,scraped/tilintarkastuspiila.fi.txt,288,292,29,10
tilintarkastussaranki.fi,scraped/tilintarkastussaranki.fi.txt,51,51,8,1
tilintarkastustarjalindroth.fi,scraped/tilintarkastustarjalindroth.fi.txt,696,724,67,8
tilintarkastustyni.fi,scraped/tilintarkastustyni.fi.txt,9,9,2,1
tilintarkastusvartia.fi,scraped/tilintarkastusvartia.fi.txt,62,62,8,2
tilinummi.fi,scraped/tilinummi.fi.txt,51,51,8,1
tilioksi.fi,scraped/tilioksi.fi.txt,1162,1198,139,6
tilioksman.fi,scraped/tilioksman.fi.txt,71,73,12,4
tilion.fi,scraped/tilion.fi.txt,1006,1041,102,16
tilipahkyla.fi,scraped/tilipahkyla.fi.txt,182,193,21,3
tilipalveluhammar.fi,scraped/tilipalveluhammar.fi.txt,950,986,91,9
tilipalvelujoustava.fi,scraped/tilipalvelujoustava.fi.txt,611,626,65,6
tilipalvelukajaani.fi,scraped/tilipalvelukajaani.fi.txt,51,51,8,1
tilipalvelunerola.fi,scraped/tilipalvelunerola.fi.txt,475,485,85,37
tilipalveluroininen.fi,scraped/tilipalveluroininen.fi.txt,767,794,81,21
tilipalvelusaarela.com,scraped/tilipalvelusaarela.com.txt,2408,2515,265,31
tilipalveluser.com,scraped/tilipalveluser.com.txt,1440,1542,139,9
tilipalveluzafaroy.fi,scraped/tilipalveluzafaroy.fi.txt,51,51,8,1
tilipartners.fi,scraped/tilipartners.fi.txt,51,51,8,1
tilipetra.fi,scraped/tilipetra.fi.txt,3583,3715,370,22
tilipoika.fi,scraped/tilipoika.fi.txt,1886,1958,196,20
tiliporkkana.fi,scraped/tiliporkkana.fi.txt,19,19,4,3
tiliporras.fi,scraped/tiliporras.fi.txt,348,360,36,2
tilipussi.fi,scraped/tilipussi.fi.txt,3615,3794,382,43
tilipym.fi,scraped/tilipym.fi.txt,808,827,87,18
tilirepo.fi,scraped/tilirepo.fi.txt,3854,4004,430,44
tilisa.com,scraped/tilisa.com.txt,2610,2712,279,22
tilisaarni.fi,scraped/tilisaarni.fi.txt,1029,1073,111,52
tilisalomaa.fi,scraped/tilisalomaa.fi.txt,92,95,7,6
tilisamurai.fi,scraped/tilisamurai.fi.txt,172,182,20,2
tilisane.fi,scraped/tilisane.fi.txt,1688,1755,182,14
tilisara.fi,scraped/tilisara.fi.txt,51,51,8,1
tilisauma.fi,scraped/tilisauma.fi.txt,51,51,8,1
tilisec.fi,scraped/tilisec.fi.txt,1034,1060,116,22
tilisektori.fi,scraped/tilisektori.fi.txt,704,726,73,8
tiliseno.fi,scraped/tiliseno.fi.txt,3387,3550,369,19
tilistahlberg.fi,scraped/tilistahlberg.fi.txt,735,747,81,14
tilisuori.fi,scraped/tilisuori.fi.txt,4300,4537,536,69
tilisydwest.fi,scraped/tilisydwest.fi.txt,3388,3538,356,52
tilisym.fi,scraped/tilisym.fi.txt,51,51,8,1
tilit.ai,scraped/tilit.ai.txt,3149,3317,367,41
tilitaavetti.fi,scraped/tilitaavetti.fi.txt,347,355,44,8
tilitaito.fi,scraped/tilitaito.fi.txt,2203,2286,240,44
tilitaitolaitinen.fi,scraped/tilitaitolaitinen.fi.txt,897,897,124,24
tilitammi.fi,scraped/tilitammi.fi.txt,541,564,60,12
tilitantti.fi,scraped/tilitantti.fi.txt,51,51,8,1
tilitapiola.fi,scraped/tilitapiola.fi.txt,51,51,8,1
tilitarha.fi,scraped/tilitarha.fi.txt,51,51,8,1
tilitervo.fi,scraped/tilitervo.fi.txt,1786,1826,181,12
tilitietokorvenranta.fi,scraped/tilitietokorvenranta.fi.txt,51,51,8,1
tilitiikeri.fi,scraped/tilitiikeri.fi.txt,51,51,8,1
tilitiimi.net,scraped/tilitiimi.net.txt,499,513,57,10
tilitiimipirkkanen.fi,scraped/tilitiimipirkkanen.fi.txt,3086,3231,370,46
tilitiimiurpilainen.fi,scraped/tilitiimiurpilainen.fi.txt,51,51,8,1
tilitilda.com,scraped/tilitilda.com.txt,2240,2320,227,14
tilitilkka.fi,scraped/tilitilkka.fi.txt,182,182,28,3
tilitimantti.fi,scraped/tilitimantti.fi.txt,1772,1823,171,35
tilititaani.fi,scraped/tilititaani.fi.txt,1045,1068,112,13
tilitoimisto-acg.fi,scraped/tilitoimisto-acg.fi.txt,51,51,8,1
tilitoimisto.org,scraped/tilitoimisto.org.txt,3746,3926,433,47
tilitoimisto2x.fi,scraped/tilitoimisto2x.fi.txt,37,37,4,1
tilitoimistoabacus.fi,scraped/tilitoimistoabacus.fi.txt,1676,1736,195,26
tilitoimistoaurum.fi,scraped/tilitoimistoaurum.fi.txt,1819,1875,184,37
